375,Mumbai Indians,Kolkata Knight Riders,2
375,Mumbai Indians,Kolkata Knight Riders,5
375,Mumbai Indians,Kolkata Knight Riders,6
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,6
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,2
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,6
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,6
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,6
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,4
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,2
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,0
375,Kolkata Knight Riders,Mumbai Indians,1
375,Kolkata Knight Riders,Mumbai Indians,1
