188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,4
188,Mumbai Indians,Kochi Tuskers Kerala,4
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,2
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,4
188,Mumbai Indians,Kochi Tuskers Kerala,4
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,2
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,2
188,Mumbai Indians,Kochi Tuskers Kerala,4
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,2
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,2
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,6
188,Mumbai Indians,Kochi Tuskers Kerala,6
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,4
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,1
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,0
188,Mumbai Indians,Kochi Tuskers Kerala,1
